SqFt,Bedrooms,Bathrooms,Dist_Center,House_Age,Floors,Lot_Size,Walk_Score,HOA_Fee,Crime_Rate,Dist_School,Grocery_Stores,Prop_Tax,Maint_Cost,Median_Income,Region,House_Cond,Urban_Rural,House_Price
2009,1,3,21.8,32,1,15063,61,60.2,148,5.1,20,0.68,4805.1,159585,B,Medium,Urban,655126.85
5402,1,3,8.7,30,2,1881,47,61.39,30,5.3,7,2.14,2902.73,194388,C,Medium,Urban,1240195.14
5166,5,4,35.5,53,1,3060,61,282.65,136,8.9,16,4.32,8198.92,181297,B,High,Urban,1118375.97
3790,5,1,27,43,3,15677,68,135.05,82,3.9,7,3.92,770.48,155451,B,Low,Urban,956350.2
5091,1,1,31.9,33,1,19466,18,196.2,9,9.1,27,1.49,7057.31,126371,D,Medium,Urban,954435.45
2155,3,1,10.2,113,2,7702,33,200.37,39,4.5,25,2.36,6145.59,162377,D,Medium,Rural,625525.88
1404,6,3,11,70,2,10429,98,89.28,53,7.5,22,1.38,1870.67,51722,A,Low,Urban,317091.75
5629,3,4,2.6,112,1,16853,48,0.66,134,9.3,16,4.79,2076.1,97684,A,Low,Rural,1078765.35
1879,5,3,16.4,117,3,1158,79,426.58,3,9.1,13,3.19,6762.64,75429,C,High,Rural,503494.28
5600,4,3,28.2,61,1,16996,46,357.5,142,0.7,17,3.89,3465.32,98437,D,High,Rural,1048667.49
5772,1,1,43,22,1,6229,90,345.27,5,2.1,9,3.71,3024.51,193548,E,Low,Urban,1140403.51
4177,5,3,33.5,45,1,8956,49,273.25,72,4.8,12,4.43,1061.98,195325,A,Medium,Urban,1056959.46
3501,5,2,22.1,55,3,13566,88,350.48,57,4.4,13,4.77,7781.59,171780,A,Low,Urban,886885.4
1987,6,3,47.7,6,2,3526,25,467.84,76,6.4,26,0.65,8885.38,132421,D,High,Rural,612651.14
5999,1,2,36.1,117,3,8803,55,332.84,18,9.5,9,4.89,8288.52,47621,D,Medium,Urban,951522.96
5288,6,3,46.5,88,2,7574,77,132.55,61,1.2,5,4.42,4927.32,181073,C,Medium,Urban,1189143.26
3361,1,4,26.6,60,2,9733,13,285.28,70,4.6,7,2.22,5572.59,34220,D,High,Rural,659823.36
3279,6,4,13.3,2,2,18522,77,221.16,137,2,1,4.27,2801.62,110230,B,Medium,Urban,827323.16
2706,3,1,3.1,37,3,8257,24,278.21,24,9,4,3.81,2142.12,85122,E,Low,Rural,623841.3
4823,4,3,36.4,83,1,4283,99,258.81,126,9.6,28,4.07,8318.51,101757,B,High,Rural,905558.96
5431,4,2,6.5,33,1,16909,3,429.39,57,4.8,26,1.49,8084.27,125385,B,Medium,Rural,1202249.59
3368,1,2,15.5,112,1,12802,78,325.9,119,1.1,4,3.42,7884.92,87907,B,High,Urban,671964.82
4553,2,3,26.9,43,1,8896,31,94.38,110,7.9,16,0.62,4901.91,188856,A,Medium,Rural,1107926.23
3786,5,2,28.4,107,1,19803,81,31.51,75,7,5,4.32,8712.82,190142,B,Low,Rural,1028694.15
3880,5,4,30.2,29,3,14526,77,212.18,69,3.6,22,4.78,9299.2,59150,A,High,Urban,698159.78
3173,1,2,8.7,16,3,19140,64,7.81,137,8.9,4,3.48,3619.27,81262,D,Medium,Rural,731139.79
5216,6,1,19.3,58,3,12278,60,159.15,65,9.8,6,2.81,2634.6,129756,E,Low,Urban,1111470.46
3199,2,4,31.1,9,3,14242,19,184.01,119,5.6,26,3.77,4910.5,47161,E,Low,Urban,603774.58
4633,3,4,48.5,98,3,19690,73,187.79,86,5.7,23,1.97,2203.6,172252,B,Low,Rural,1138243.87
836,6,4,36.5,83,3,3570,9,489.68,138,3,3,3.32,8898.03,38825,E,Medium,Urban,277513.44
1904,6,3,46.2,17,3,1324,87,151.95,121,5.9,25,3.74,3710.91,112811,A,Medium,Urban,531798.47
4030,1,3,38.2,44,1,10721,33,132.61,48,4.5,8,1.14,5973.63,152089,D,Low,Urban,822548.59
1901,1,4,29.8,107,2,6645,60,64.69,47,3.1,17,1.13,6149.84,171957,B,Low,Urban,623429.99
3141,5,3,10,90,3,19329,91,255.5,114,0.8,29,3.72,5392.38,121351,C,Low,Rural,739107.51
2651,1,2,33.5,58,2,15404,26,76.84,86,2.6,18,2.44,1986.99,66260,E,Low,Urban,426918.82
1041,1,3,31.4,61,3,5486,39,308.15,6,2.1,18,4.5,9914.51,161332,E,Low,Urban,516251.91
2676,1,3,30.3,58,3,3430,64,77.58,76,5.5,26,1.9,2139.73,197734,B,Medium,Urban,864006.21
3780,5,4,24.7,48,1,18229,32,288.34,144,6.1,25,0.69,7639.32,57018,E,High,Urban,763523.11
3257,3,1,26.7,99,2,14156,67,413.13,120,6.1,12,3.42,8017.95,180302,E,High,Rural,849383.34
4398,3,1,17.1,62,1,1567,70,21.26,123,3.9,25,3.58,1879.06,44769,C,High,Rural,793376.91
1404,1,1,26.2,86,1,3179,8,209.87,149,4.3,25,2.99,9365.05,125695,A,Medium,Urban,406420.21
674,5,2,10.3,31,2,3019,15,230.52,140,8.4,1,3.57,5133.71,186286,B,High,Rural,478473.1
2775,3,3,40.4,9,1,16919,4,395.54,124,4.8,23,2.86,6474.39,52492,B,High,Urban,465851.68
4524,6,1,9.7,10,3,19704,97,233.96,11,9.9,12,3.62,6600.77,83767,C,High,Rural,1004096.91
2689,3,4,4.7,101,3,19030,22,283.77,70,4.5,11,0.7,5297.07,82473,C,High,Urban,667081.36
640,3,1,22.1,69,3,4909,42,395.6,0,6.5,13,2.16,1849.21,136087,A,Low,Urban,417676.53
2681,5,1,33.1,104,3,9015,88,279.88,118,0.6,3,1.45,7641.66,129015,D,Medium,Rural,521138.18
5283,6,3,22.2,61,3,4420,56,179.15,141,6.6,27,0.95,6026.97,108215,B,High,Rural,1150073.14
2222,5,3,14.2,46,1,15885,50,42.92,110,8.5,25,1.55,1627.47,23687,E,Low,Rural,424597.44
941,1,3,28.1,33,1,17740,12,364.96,63,9.4,8,1.36,7153.06,93400,A,High,Rural,433598.59
4652,4,2,17.7,99,3,8485,23,435.57,42,10,3,4.88,7176.25,91663,B,High,Rural,805992.61
2674,3,2,46.7,100,3,19664,10,485.03,40,2.9,17,1.79,5710.62,115009,A,High,Urban,606671.14
1245,4,1,46.2,16,1,5131,51,463.3,114,5.8,25,1.54,1360.21,69704,D,High,Urban,292344.96
5426,5,3,25.4,103,2,11652,16,398.71,38,4.6,13,4.26,3850.12,140231,B,High,Urban,1088725.92
4863,5,1,16.7,103,1,15379,36,321.74,0,5.7,10,2.39,983.78,164906,E,Low,Urban,1061064.35
1209,5,4,37,53,1,15903,12,390.73,40,1.7,17,2.4,5037.16,159993,B,High,Rural,668552.76
1054,4,4,2.3,75,1,16913,61,216.04,87,8.6,3,2.5,9111.25,137248,A,Low,Rural,509159.31
3553,5,3,24,84,1,10470,90,297.39,97,9.1,13,2.37,521.4,179645,D,High,Urban,1039701.33
2308,1,3,17.1,39,1,17849,83,174.35,87,4.6,22,1.97,3033.07,57876,A,Medium,Urban,569276.4
4072,5,4,46.1,18,2,12540,96,163.35,78,2.9,6,1.79,8098.66,24266,A,Low,Rural,636019.47
3569,2,3,1.1,66,3,18871,95,378.35,140,1.5,14,4.47,593.68,57713,C,High,Rural,693177.34
3628,4,2,27.9,81,3,5597,7,226.97,70,6.9,27,1.23,596.65,160057,A,Low,Rural,849395.17
5397,2,2,37.2,52,2,5536,55,106.08,136,3.2,10,1.31,6302.78,42068,D,High,Rural,822561.48
3281,5,3,24.5,114,3,17709,92,100.97,98,9.1,20,3.07,7997.4,110236,E,High,Rural,820638.75
4229,1,4,4.7,63,3,10957,82,429.59,86,6.7,16,2.05,7876.8,159438,C,Low,Urban,1045795.35
4825,3,1,48.6,82,3,5162,69,338.88,0,6.5,18,2.4,7905.99,89384,A,High,Urban,981258.09
3667,6,3,26.1,46,2,1303,43,273.02,141,5.6,13,4.13,3929.56,50472,B,High,Urban,659679.14
1986,6,3,30.9,5,2,6067,59,200.47,111,0.6,10,4.57,8885.88,154528,C,High,Urban,696472.21
4376,5,1,12.2,15,3,6024,40,215.41,73,9.3,6,4.06,621.94,163103,D,High,Rural,1013760.26
3466,1,3,24.4,71,3,8715,20,28.72,64,6.3,10,1.56,3465.79,105675,B,High,Urban,719780.87
5388,4,1,21.7,111,3,12226,85,227.46,68,9.9,5,4.91,3703.28,171098,D,High,Urban,1191832.93
3963,2,4,4.2,17,1,3631,41,397.73,66,5.4,29,2.13,2072.93,60887,B,Low,Urban,891278.52
5489,2,2,5.8,51,1,14412,73,193.99,49,7.1,6,1.26,3694.15,179849,E,Medium,Urban,1284416.91
4724,2,4,42,47,1,16037,73,191.79,57,0.7,7,2.75,6065.9,194002,D,High,Urban,1191696.65
748,4,2,12.4,42,2,12647,28,7.86,52,6.4,11,3.76,5442.65,152732,B,Low,Rural,478862.43
4450,6,1,10.2,38,3,13569,79,228.92,90,7.7,16,0.87,3534.56,47151,D,Medium,Urban,872692.07
2658,1,2,25.5,48,2,3369,64,12.67,114,7.8,25,3.35,7618.61,44613,C,Low,Urban,524627.63
1736,4,4,38.6,112,2,12659,16,285.17,117,7.7,12,4.36,7290.51,85266,D,Medium,Rural,407971.84
786,2,2,3.6,11,2,1528,29,253.39,56,2.3,12,1.68,3166.62,129020,D,Medium,Rural,412302.14
3454,5,1,29.1,108,3,11502,25,420,85,9.8,23,3.62,3570.67,74738,B,Medium,Rural,650774.28
1850,3,2,6.4,9,1,5675,52,290.89,17,10,20,2.3,3231.44,196849,D,Low,Rural,702298.12
1933,4,3,2.3,70,3,19047,18,161.71,15,0.8,26,2.36,1724.09,50702,E,Medium,Urban,542354.82
4793,4,4,3.1,109,3,3341,52,258.12,129,9.4,5,1.76,7651.43,144188,A,High,Rural,1022176.47
4750,1,3,41.8,54,2,14919,84,349.85,12,3,16,3.31,939.63,97263,C,High,Urban,959288.91
3311,1,1,6.3,0,2,15730,16,46.98,79,6.9,29,2.12,1930.51,140813,B,Medium,Rural,852489.75
5453,4,2,2.7,48,2,16256,45,310.54,42,3.4,6,4.24,1500.39,150311,D,Medium,Urban,1188756.07
5101,2,3,22.2,35,1,5905,84,458.31,53,9.7,29,4.83,8340.72,132225,D,High,Rural,989245.24
2385,3,3,42.3,20,1,16539,52,149.57,136,1.1,9,4.71,918.08,117925,D,Low,Rural,621184.03
1350,1,2,13.5,36,1,16255,63,313.31,72,5,5,1.23,6813.96,148428,C,Low,Urban,568634.72
2362,2,2,21.4,115,3,9884,44,410.66,47,4.3,21,0.56,922.51,81804,A,High,Urban,524382.36
4520,5,4,2.5,23,2,10143,48,255.9,17,3.3,23,2.47,7971.21,112340,E,Low,Rural,928161.93
5060,1,3,22.7,54,3,6950,18,358.99,10,6.5,16,3.78,9170.78,33021,E,Low,Urban,889759.82
1081,2,3,29.1,24,1,2360,70,155.51,83,1.4,18,4.9,5125.01,137611,B,Medium,Urban,424076.65
753,2,1,28.8,6,2,6127,80,153.03,18,7.2,19,4.03,8143.15,64001,A,Low,Urban,287567
2124,3,4,17,105,1,15252,64,333.79,99,9.8,12,3.11,7210.9,170164,A,High,Urban,746129.53
2720,3,1,16.1,80,2,9730,36,352.7,115,8.1,2,0.62,8058.54,179987,C,Low,Rural,786578.29
2943,5,3,5.8,92,2,4925,69,468.5,89,8.6,26,4.21,7784.36,146832,D,Medium,Urban,869397.93
5736,2,1,18.7,93,3,9463,25,112.42,73,3.7,10,1.3,2450.99,126726,A,High,Rural,1147409.77
1840,6,3,5.4,70,3,18412,1,234.11,23,3.3,12,0.75,5245.81,35739,D,High,Urban,440040.38
660,2,3,38.4,96,1,2242,58,125.26,12,5.2,14,4.33,9623.93,93012,C,High,Rural,250375.66
1538,3,1,48.3,70,3,9784,95,40.05,124,0.6,18,3.05,3763.56,33699,B,Medium,Rural,260586.16
2239,6,1,48.5,23,3,10797,4,201.62,115,9.5,19,1.08,9719.63,153876,B,High,Rural,650418.6
4720,1,2,43.3,10,3,7406,36,187.04,70,1.5,6,2.24,6040.04,199976,D,Medium,Rural,1126346.27
5758,1,2,30.2,72,2,14965,30,135.22,125,9,5,0.88,4885.31,58343,D,Medium,Urban,917388.6
4826,4,2,35.2,11,3,14733,75,148.5,144,0.9,27,3.37,6748.7,162847,A,Low,Urban,1163404.17
4169,3,3,14.6,34,1,18824,98,180.21,118,8.2,16,1.77,8250.47,128985,C,High,Rural,961665.61
1852,4,1,31.7,62,2,4626,93,494.42,90,1.6,14,4.4,4244.98,83012,B,Low,Urban,499659.92
4803,6,4,23.1,67,2,11074,47,391.48,84,0.5,13,2.11,813.06,67686,A,Low,Urban,876464.88
771,3,3,24.4,99,3,17568,5,35.7,107,7.2,21,2.73,7233.66,84236,E,Medium,Rural,257525.38
2058,5,4,38,91,2,9031,14,436.21,126,2.9,2,0.79,9583.58,196946,A,Low,Urban,784952.65
4149,2,1,14.5,56,1,4188,14,316.65,120,7.2,2,1.74,6437.37,150025,D,Low,Urban,871097.39
4797,5,3,16.2,12,1,3945,60,445.3,128,5.6,12,3.55,2289.94,138222,E,Low,Urban,1005187.22
2922,6,4,46.3,22,2,7765,15,170.85,5,1.2,1,3.81,2858.3,51586,A,High,Urban,684670.53
2236,3,4,3.3,82,3,19858,19,232.26,77,9.3,19,1.59,9142.63,77009,C,Low,Rural,538686.38
3715,6,2,24.5,105,3,11807,76,448.11,37,4.6,28,2.77,628.84,20607,B,Medium,Rural,638546.91
4690,2,2,45.7,100,2,11204,43,136.29,115,7.4,28,4.18,5713.09,57386,E,High,Urban,756109.8
3604,1,2,30.7,38,1,10352,41,457.75,101,5.1,27,2.21,2007.44,99625,C,Medium,Rural,778891.02
5736,1,3,27.5,87,2,5599,45,414.25,7,6.1,16,1.1,3186.26,133872,A,High,Rural,1138872.28
929,6,1,12.9,79,3,5313,94,490.28,77,3.1,7,2.44,3416.33,188097,D,High,Rural,584246.74
4240,4,1,17.5,96,3,3218,33,162.13,111,2.1,27,3.2,2583.19,134235,D,High,Rural,821478.75
4494,3,2,42.7,11,2,14786,63,117.88,147,5.5,21,0.53,8027.34,140300,C,Medium,Urban,993511.73
4707,3,2,28.2,33,1,18536,28,165.43,54,4.5,7,2.07,3655.99,83492,D,Low,Urban,937719.3
1941,1,2,26,70,2,1056,2,477.32,47,4,16,3.23,3782.11,161295,B,High,Urban,549060.35
4263,5,4,5.4,74,1,13533,8,166.54,87,6.8,25,4.78,4803.56,42943,C,Medium,Rural,764349.53
815,2,2,1.3,30,1,1143,74,282.61,9,6.9,6,2.34,9071.81,107051,C,High,Urban,367322.27
938,5,4,48.2,92,2,8218,74,201.84,51,0.6,18,1.23,7037.64,115155,D,Low,Urban,386715.2
4662,5,1,19.2,61,2,9559,24,198.11,33,3.5,1,2.9,1086.62,86287,C,High,Urban,968245.75
3308,6,3,30.4,12,1,1615,85,96.69,60,4.2,1,1.79,872.99,131541,A,Medium,Rural,862016.1
3752,1,3,4.4,30,1,9062,41,268.54,143,1.1,26,1.47,5880.7,125849,E,High,Urban,814374.46
2350,1,3,34.3,1,1,12520,45,424.7,78,2.4,25,3.16,8927.08,90880,E,Medium,Rural,563572.43
3021,1,3,46.7,102,1,6977,72,24.74,17,0.6,14,4.62,3570.89,185045,D,Low,Rural,825420.75
1309,6,4,29,14,3,12419,83,444.61,70,10,6,4.26,2853.83,187727,B,Low,Rural,711908.9
5919,4,4,6.7,56,2,10780,58,332.74,85,7.4,6,1.32,7607.81,94158,B,High,Rural,1216236.86
5808,5,2,29.3,74,1,11681,20,308.37,31,1,4,3.95,6219.87,142207,D,Low,Rural,1194965.17
5987,6,4,38.4,33,2,7984,73,312.95,42,0.3,12,1.53,5867.76,122987,D,Medium,Urban,1232635.87
4326,3,2,20.6,102,1,5971,21,148.13,82,7.2,18,1.81,1918.36,80461,C,High,Rural,710729.34
4242,2,2,44.1,67,2,1944,28,207.57,68,4.4,10,4.64,2171.63,38658,B,Medium,Rural,622738.09
4593,4,3,32.6,74,2,10114,62,399.65,49,7.9,3,4.6,3176.98,142211,E,High,Rural,1054870.39
1088,3,4,45,28,1,8078,72,153.19,11,9.2,3,1.26,2464.97,56133,D,Medium,Urban,273907.26
646,5,4,31.4,65,1,19130,60,235.01,84,6,8,0.79,9728.73,145275,E,High,Urban,390359.72
3959,1,2,7,15,2,13312,63,9.82,122,2,22,1.82,676.8,40620,E,Medium,Urban,754563.01
5473,5,2,15.8,38,2,6783,68,366.78,57,7.8,23,3.12,6447.54,188139,B,Medium,Urban,1231641.99
5735,6,1,10.5,76,2,10751,39,208.85,82,9.6,25,4.45,5417.19,180747,E,High,Rural,1224352.62
5406,2,1,45.5,36,3,7907,74,262.68,111,5.8,1,1.03,3570.89,20860,C,Medium,Rural,751691.46
1000,6,2,38.1,80,1,18473,0,57.34,127,6.9,18,2.37,8932.09,135532,C,Low,Urban,389391.52
4590,4,1,34,20,3,3957,64,495.86,35,3.4,15,1.72,6866.54,47618,B,Medium,Rural,777277.54
3757,4,1,15.4,43,3,19996,61,151.23,53,3.9,25,0.57,9984.37,47916,C,High,Urban,719807.12
4945,2,2,9.6,18,1,7047,53,317.49,46,7.4,21,4.05,2102.23,102056,D,Low,Urban,1051393.19
990,3,2,37.9,70,1,7249,59,290.62,114,9.3,20,4.16,1334.74,107667,B,Low,Urban,343228.01
4453,3,4,24,101,3,17347,45,392.55,123,6.3,17,1.5,1824.27,42878,E,Medium,Rural,780607.09
5030,4,2,11.7,7,1,4759,4,146.92,95,7.9,25,1.18,3058.26,96960,D,Medium,Urban,984028.25
1228,4,2,31,76,2,5263,21,377.96,106,1.8,11,1.15,4459.48,58554,B,Medium,Urban,184266.14
4832,1,3,2.5,100,2,11281,89,191.25,119,2.2,13,2.59,8694.73,177868,E,Low,Rural,1068577.35
3530,3,4,16.6,65,3,2902,52,205.58,100,5.4,25,1.61,3194.12,160417,E,Low,Rural,911670.84
2121,2,4,23.7,40,3,3567,69,336.36,102,1.8,20,2.8,9194.81,143858,E,Low,Rural,636816.36
1426,3,4,7.8,74,1,11190,31,392.14,31,6.4,25,2.23,4897.62,143448,E,High,Rural,612154.61
5422,1,3,49.2,87,1,9075,10,333.43,65,3,10,1.45,6647.17,42584,E,High,Rural,929090.7
2100,6,2,10.9,69,3,3994,9,449.94,10,7.9,13,3.88,3011.87,31598,B,Medium,Rural,350519.29
3894,4,4,7,60,3,6229,38,142.58,147,8.1,17,1.18,1982.13,169517,C,High,Urban,942901.66
5685,4,4,10.6,25,2,3010,97,450.31,36,4.7,21,4.1,8759.84,63813,E,High,Rural,1109309.24
3019,1,1,38.6,70,2,8377,30,65.43,101,1.9,1,3.03,1540.31,154802,D,Medium,Rural,724029.32
1534,2,4,21.6,102,1,14036,11,329.77,48,6.5,20,4.24,7853.2,31684,B,Medium,Rural,325901.58
3642,4,2,28.5,82,2,18214,79,273.82,18,9.9,16,0.52,6019.35,124426,A,Low,Urban,898376.65
5097,5,2,1.5,69,1,1048,37,247.32,6,6.3,16,3.87,8680.81,185635,C,Low,Rural,1142178.83
2066,4,1,2.2,106,1,5210,66,155.46,132,0.5,28,0.73,7319.27,161113,D,Medium,Urban,584579.61
4161,5,4,22.6,28,1,18562,65,251.87,41,0.3,21,4.78,3175.81,93723,E,Medium,Urban,892623.72
1214,1,4,40.9,106,2,15838,51,80.89,87,3.3,27,3.66,5957.06,81320,B,High,Urban,284478.16
5992,1,4,44.3,102,3,17038,4,184.66,134,2,3,1.94,624.2,123144,B,High,Urban,1133018.75
1782,4,3,4.8,65,3,8878,10,49.34,10,8.1,2,1.94,5014.57,52624,E,High,Rural,453901.3
3823,3,4,27.1,18,2,17454,24,285.92,40,8.5,6,4.38,1317.13,23726,D,Medium,Rural,666961.95
3267,5,2,45.7,67,3,16347,34,47.88,2,2.7,11,4.56,4574.98,152915,B,Medium,Rural,839962.56
5817,2,2,19.7,57,1,8879,34,80.17,39,3.3,29,4.51,1541.31,74929,C,Low,Rural,1013149.64
730,4,3,41.6,69,3,19161,21,42.73,50,2.4,3,4.14,9577.06,33754,D,High,Rural,229552.16
5890,2,3,7.1,112,2,14254,36,190.66,31,9.1,26,4.19,5469.15,179925,E,Low,Rural,1354034.2
3583,4,4,46.8,56,3,8380,85,420.98,47,5.1,1,3.08,9175.57,115324,D,Medium,Urban,813342.08
4878,3,1,37.7,36,1,3228,54,453.45,70,6.6,11,0.63,712.48,24567,D,High,Urban,771117.51
5059,3,3,47.1,60,1,10814,74,35.94,147,4.2,13,0.89,6557.71,82118,A,Low,Rural,1025924.06
638,3,3,34,91,2,9888,95,317.28,88,6.3,5,3.42,3416.07,52150,E,Medium,Rural,182195.37
4559,6,4,18.5,29,2,7391,98,342.19,108,3.9,18,2.31,4602.38,117364,C,Low,Rural,1036789.46
4187,3,4,46.9,70,2,10429,94,266.88,34,3.5,15,3.05,8794.33,157534,E,High,Rural,949144.4
1520,1,3,14.1,72,1,19790,71,333.49,107,6.4,18,1.54,9810.2,47560,A,Low,Rural,405277.62
3369,1,1,16.9,24,3,1637,63,116.85,39,6,15,3.42,2841.67,104568,E,Low,Rural,662457.77
4711,6,3,35.2,96,3,18333,19,244.82,51,3,20,1.59,9508.41,133246,E,Medium,Urban,1022998.49
1092,5,4,38.4,64,2,11096,97,195.44,111,1.6,20,2.57,7042.91,154443,C,High,Urban,495316.84
1731,2,4,46.5,114,3,4587,3,44.85,38,3.7,20,2.65,9538.43,105349,A,Low,Rural,400830.66
4121,4,3,10.6,5,3,2111,17,312.78,67,4.2,7,1.3,5842.49,144460,E,Medium,Rural,865586.47
910,4,1,40,17,2,9367,50,247.61,75,6.3,17,4.44,9627.18,22932,E,High,Rural,222337.37
1338,6,3,37.1,9,2,1722,67,137.59,64,9.2,29,2.87,8978.33,172542,B,Medium,Urban,569707.82
3841,1,3,3.7,91,1,5866,19,236.84,61,0.5,8,4.4,1721.62,29778,E,High,Urban,633322.58
1145,4,4,19.7,10,1,11139,8,387.65,1,2.5,28,1.68,3452.5,43033,C,Medium,Urban,359857.64
3061,1,1,14.5,96,1,18086,79,400.83,133,2,13,1.28,2809.1,161376,B,Medium,Urban,698766.59
4946,5,2,15.6,64,1,3128,25,324.76,121,5.1,26,0.58,5934.94,147441,A,Medium,Urban,1034715.28
5454,2,1,49.2,76,3,10118,24,233.87,74,4.4,16,0.92,8126.59,165479,D,Low,Rural,1023078.24
2404,5,3,32.3,100,3,3517,67,287.87,39,7.3,25,1.16,7714.41,22521,C,Low,Rural,398113.15
3812,6,3,36,83,1,18533,40,192.51,88,2.5,10,0.85,7404.12,146631,A,Medium,Urban,1005470.91
5993,3,3,48.8,64,1,15228,58,63.28,27,6,29,4.54,4065.02,104622,B,High,Rural,1115782.38
4410,3,1,19.2,51,2,15179,44,192.81,79,8.9,14,4.6,1826.55,137257,D,Medium,Urban,908673.64
1413,3,4,40.2,66,3,19262,40,265.17,62,9.1,6,4.72,2500.54,134647,A,Low,Urban,518921.86
4724,5,3,22,81,3,10675,37,299.42,139,9.6,20,4.82,7545.94,151855,C,High,Urban,1127454.59
5653,4,3,43.5,104,1,1309,18,467.9,40,7.8,22,2.71,1901.58,62666,B,Low,Rural,936249.86
2632,2,1,9.4,77,3,4952,13,388.67,28,9.1,26,2.89,2617.99,167870,C,Medium,Rural,649401.96
5172,3,2,47.4,30,2,14871,20,76,22,2.4,7,1.09,4533.25,96303,C,Low,Rural,914936.46
5013,6,2,11.3,90,2,10692,14,87.09,79,2.1,6,1.12,1185.07,21103,B,Low,Rural,823872.18
844,6,4,16.6,16,3,1015,2,50.25,50,0.2,27,3.98,2520.57,90845,E,Low,Rural,437395.01
5443,3,4,37.9,54,1,17989,36,369.09,111,7.1,17,4.35,1922.8,185011,C,Medium,Urban,1265390.14
5392,3,3,20,109,3,17005,45,353.06,104,9.4,21,4.03,9537.56,94170,B,Low,Urban,1082745.77
871,2,1,30.6,92,2,15278,15,493.18,44,2,24,4.26,2319.5,32135,C,Medium,Urban,221747.46
4111,3,3,22.5,35,1,15817,13,261.01,89,6.4,8,1.74,8686.81,139433,E,Medium,Rural,960728.14
2371,2,4,37.2,100,3,10759,8,413.21,149,7.5,12,2.6,1590.58,117580,B,Low,Rural,454055.87
1862,6,1,11.8,25,1,16664,6,288.22,137,9.3,26,2.57,8761.89,106481,A,High,Rural,634796.44
3024,3,1,3.4,52,1,7412,13,437.04,134,6.5,25,4.98,6194.62,59404,A,Low,Urban,510604.86
4961,5,4,15.3,16,2,11196,5,360.51,88,9.7,4,4.77,8572.21,22589,A,Low,Urban,1007546.31
1520,5,2,24,85,1,9507,84,321.44,14,3.5,10,3.19,8739.81,29695,D,Low,Urban,288269.49
4030,6,2,8.8,24,3,5820,14,282.56,76,3.6,6,1.12,6165.55,25722,C,High,Rural,691133.26
5035,2,1,18.1,1,1,8835,51,361.49,105,5.5,7,1.66,9218.09,69874,C,High,Rural,890262.01
5084,5,3,20.3,118,1,2849,71,209.83,89,3.9,21,2.14,6061.76,151913,B,Medium,Urban,1073558.38
3224,2,2,3.3,85,3,14587,33,48.29,86,0.1,27,4.43,7269.37,169803,D,High,Urban,785427.74
4360,5,3,29.4,4,2,2953,0,19.99,60,7.3,8,1.27,4452.76,145101,C,High,Urban,960419.86
2650,5,2,44.3,3,2,13731,95,239.51,107,7.5,3,1.49,9183.64,20645,B,Low,Urban,539507.74
4100,2,2,8,35,3,7840,68,299.65,60,7.5,8,2.07,8329.54,52116,E,Medium,Rural,822303.82
1765,4,3,30.1,5,3,6066,93,39.42,50,3.5,15,4.67,2083.77,60983,C,Medium,Urban,392052.82
975,5,4,33.4,115,2,3415,85,143.45,11,5.3,21,2.77,5975.68,49402,C,High,Rural,288876.02
2633,3,2,21.3,20,1,3389,19,161.02,76,3.7,1,3.41,9019.86,69158,E,High,Rural,530761.96
745,6,2,35.2,76,3,17211,79,281.4,111,0.3,13,2.24,8034.11,56469,E,Low,Rural,296026.56
4988,4,3,20.8,117,1,1763,6,139.24,65,5.7,22,1.35,9644.25,80576,C,High,Rural,862468.79
1031,2,4,25.5,100,3,18199,6,47.82,114,1.3,18,1.5,2697.37,33908,E,High,Rural,295319.21
1304,4,2,0.9,118,2,7255,49,82.43,29,0.9,15,4.11,3990.87,80269,B,Medium,Urban,375539.45
3232,1,2,34.7,88,1,18261,1,86.97,104,7.6,7,4.52,5318.32,62231,C,High,Rural,579930.23
5094,1,4,33.2,25,1,8173,46,421.35,30,0.2,15,2.72,2710.36,65221,C,Low,Urban,935496.15
1563,5,2,2.4,54,3,11518,13,142.16,12,9.6,25,2.11,4243.43,163787,A,Medium,Urban,716998.23
2834,5,4,18.7,38,1,11252,30,357.35,127,5.2,3,4.14,5606.62,58398,C,Medium,Rural,617827.49
2641,3,4,49,83,3,13447,49,283.92,100,9.8,26,3.53,2317.72,82372,A,High,Urban,594984.1
2428,6,3,21.3,32,2,16089,60,488.52,66,0.7,14,0.68,2938.53,55324,E,Low,Urban,582109.43
2708,4,1,25.3,13,1,10395,40,136.41,79,5.9,20,2.08,1686,170410,E,Medium,Urban,790315.54
4668,1,4,45.5,55,3,13067,13,79.19,102,3.6,4,3.57,7277.12,158459,B,Low,Urban,1093819.09
1538,5,3,36,99,1,6287,4,26.02,18,8.5,4,3.08,3934.74,177247,A,Low,Rural,651571.72
5405,6,1,29.3,80,3,14461,74,120.48,142,3.7,3,4.9,2592.53,50795,C,High,Urban,865017.84
1406,4,2,40,20,3,14402,4,342.04,31,2.7,5,4.4,5319.58,147799,A,Low,Urban,590936.64
2063,5,1,43.3,45,3,8433,63,42.63,148,8.6,25,0.77,1148.37,150920,E,Medium,Rural,686798.77
4015,5,4,23.1,15,2,12284,28,122.35,64,3.8,11,3.77,9272.36,188501,E,High,Rural,1071065.57
